Ticket ID,Ticket Type,Ticket Subject,Ticket Description,Ticket Status,Ticket Priority,Customer Satisfaction Rating
960,Product inquiry,Battery life,"I'm having an issue with the {product_purchased}. Please assist. 1-800-859-7267 2 e-mail us at tips@pet-babe.us for questions or to try out this product if you I've tried different settings and configurations on my {product_purchased}, but the issue persists.",Closed,Medium,1
961,Refund request,Installation support,"I'm having an issue with the {product_purchased}. Please assist. It's a good value.

- My company will not ask for you to take on any kind of product

In order to send money through Bitcoin, I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Pending Customer Response,High,
962,Refund request,Battery life,"I'm having an issue with the {product_purchased}. Please assist.


Thanks for reporting!


Thank you for your patience.

M-AGy

M-A-Gm I've already contacted customer support multiple times, but the issue remains unresolved.",Pending Customer Response,High,
963,Product inquiry,Product recommendation,"I'm having an issue with the {product_purchased}. Please assist.

4:13:51 PM

This place has many members with good jobs. The best one is ""the worker that brings food for someone hungry"". The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Pending Customer Response,Critical,
964,Cancellation request,Hardware issue,I'm having an issue with the {product_purchased}. Please assist. I'll keep using it as it's an amazing little resource for me. @peterbrown @jwittmann @johnvibald @tomjak I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?,Closed,Low,5
965,Billing inquiry,Battery life,"I'm having an issue with the {product_purchased}. Please assist. Thank you!"" I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",Closed,High,5
966,Product inquiry,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist. If you were the seller, please add a check to that transaction to make sure you're actually paying for the merchandise. $4 USD, $2 AUD This problem started occurring after the recent software update. I haven't made any other changes to the device.",Pending Customer Response,Critical,
967,Billing inquiry,Account access,"I'm having an issue with the {product_purchased}. Please assist.

Please enable JavaScript to view the comments powered by Disqus.

Disqus I need assistance as soon as possible because it's affecting my work and productivity.",Open,Medium,
968,Cancellation request,Product setup,"I'm having an issue with the {product_purchased}. Please assist. If this goes anywhere, please call Customer Support.

What is the problem?

Some customers have multiple instances of this issue, but the one that caused I've checked the device settings and made sure that everything is configured correctly.",Pending Customer Response,Critical,
969,Product inquiry,Refund request,"I'm having an issue with the {product_purchased}. Please assist.

Q: Does this product include an electronic tag?

A: If you buy this product, you are free to change your mind. But you can I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Open,Critical,
